,word,definition,grouping
5034,sagacious,showing acute mental discernment and keen practical sense,adjective
5035,sagacity,acuteness of mental discernment and soundness of judgement,noun
5036,sage,a profoundly wise person,noun
5037,salacious,lustful or lecherous,adjective
5038,salient,prominent or conspicuous,adjective
5039,saline,"containing or resembling salt, salty",adjective
5040,sallow,"having a grayish, yellow-green hue",adjective
5041,salubrious,favourable to or promoting health,adjective
5042,salutary,favourable to or promoting health,adjective
5043,salvage,"to save from shipwreck, fire, etc",verb
5044,salve,a medical ointment for healing or relieving wounds and sores,noun
5045,salvo,"a successive charge of artillery, bombs, etc",noun
5046,sanctimonious,making a hypocritical show of piety,adjective
5047,sanction,authoritative permission or approval for an action,noun
5048,sanctity,"holiness of life or disposition, saintliness",noun
5049,sangfroid,self-possession or imperturbability especially under strain,noun
5050,sanguinary,accompanied by bloodshed,adjective
5051,sanguine,cheerfully optimistic,adjective
5052,sapid,"tasty, flavoursome or savoury",adjective
5053,sapient,"possessing wisdom and discernment, wise, learned",adjective
5054,saponaceous,"resembling soap, having the qualities of soap, soapy",adjective
5055,sarcasm,harsh or bitter derision or irony,noun
5056,sarcophagus,"a stone coffin, often inscribed or decorated with sculpture",noun
5057,sardonic,characterised by bitter or scornful derision,adjective
5058,sartorial,pertaining to tailors and their trade,adjective
5059,satiate,"to fill to satisfaction, to satisfy",verb
5060,satire,"the use of irony,or sarcasm in exposing folly, vice",noun
5061,saturate,"to become completely penetrated, soaked",verb
5062,saturnalian,relating to unrestrained revelry,adjective
5063,saturnine,"sluggish in temperament, gloomy, taciturn",adjective
5064,satyr,"a woodland deity represented as half-man, half-horse",noun
5065,savage,"fierce, ferocious or cruel",noun
5066,savant,a person of profound or extensive learning,noun
5067,savor,to enjoy something with unhurried appreciation,verb
5068,savory,"tasty, attractive to the palate",adjective
5069,scabbard,the sheath of a sword,noun
5070,scarcity,insufficiency or shortness of supply,noun
5071,scathing,bitterly severe,adjective
5072,schism,"division, especially into mutually opposed parties",noun
5073,scholarly,concerned with academic learning and research,adjective
5074,scintilla,"a small spark or flash, a trace",noun
5075,scintillating,"animated, vivacious, effervescent",adjective
5076,scoff,"to jeer, laugh at with contempt and derision",verb
5077,scope,"to perform a cursory investigation, as to scope out",verb
5078,scorn,to feel or display contempt or disdain for something,verb
5079,scotch,to cut or score,verb
5080,scoundrel,"one without honor, a villain",noun
5081,scourge,to punish or criticize somebody severely,noun
5082,scribble,to write or draw carelessly and in a hurry,verb
5083,scribe,person who made copies of manuscripts before printing,noun
5084,scriptural,in accordance with sacred writings,adjective
5085,scruple,a moral standard that inhibits certain actions,noun
5086,scrupulous,showing a strict regard for what one considers right,adjective
5087,scrutinize,to examine something with great care,verb
5088,scurrilous,"given to vulgar verbal abuse, foul-mouthed",adjective
5089,scurvy,a disease caused by a diet lacking in vitamin c,noun
5090,scuttle,to sink a boat deliberately by making openings in the bottom,verb
5091,scythe,"a long, curved blade used for cutting grass and grain",noun
5092,séance,meeting where a mystic tries to communicate with the dead,noun
5093,sear,to char the surface of something with a hot instrument,verb
5094,sebaceous,"of or relating to tallow or fat,",adjective
5095,secant,a straight line that intersects a curve at 2 or more points,noun
5096,secede,to withdraw formally from an alliance,verb
5097,seclude,"to shut off or keep apart, as from company, society, etc",verb
5098,seclusion,solitude,noun
5099,secular,not specifically religious,adjective
5100,sedate,"to tranquilize by giving a sedative, to induce sleep",verb
5101,sedentary,"not moving, relatively still, staying in the vicinity",adjective
5102,sediment,particles that settle to the bottom of a liquid,noun
5103,sedition,incitement of discontent or rebellion against movement,noun
5104,seduce,to entice someone to engage in a sexual relationship,verb
5105,sedulous,diligent in application or attention,adjective
5106,seer,a person who prophesies future events,noun
5107,seethe,to be in a state of agitation or excitement,verb
5108,seignior,"a feudal lord, nobleman who held his lands by feudal grant",noun
5109,seismograph,instrument for measuring the vibrations of earthquakes,noun
5110,seize,"to deliberately take hold of, to grab or capture",verb
5111,semaphore,an apparatus for conveying information by visual signals,noun
5112,semblance,"likeness, similarity, the quality of being similar",noun
5113,semiannual,"occurring twice a year, half-yearly, biannual",adjective
5114,semiconscious,neither fully conscious nor unconscious,adjective
5115,seminal,having possibilities of future development,adjective
5116,seminar,a small group of students engaged in study,noun
5117,seminary,"a theological school to train rabbis, priests, or ministers",noun
5118,senile,decline in mental or physical health due to old age,adjective
5119,sensation,perception or awareness of stimuli,noun
5120,sensibility,"the ability to sense, feel or perceive",noun
5121,sensorium,the sensory part of the brain,noun
5122,sensory,pertaining to the senses,adjective
5123,sensual,inducing pleasurable and/or erotic sensations,adjective
5124,sensuous,"appealing to the senses, or to sensual gratification",adjective
5125,sentence,to declare a sentence on a convicted person,verb
5126,sentient,conscious or aware,adjective
5127,sentinel,a person or thing that watches or guards,noun
5128,separatist,an advocate of religious or political separation,adjective
5129,septennial,lasting or continuing seven years,adjective
5130,sepulcher,"a tomb, grave or burial place",noun
5131,sepulchral,serving as a tomb,adjective
5132,sequacious,following with smooth or logical regularity,adjective
5133,sequence,to arrange in an order,verb
5134,sequent,"that comes after in time or order, subsequent",adjective
5135,sequester,to separate from all external influence,verb
5136,sequestrate,to sequester,verb
5137,seraphic,of or relating to a seraph or the seraphim,adjective
5138,serendipity,an aptitude for making desirable discoveries by accident,noun
5139,serene,"calm, peaceful, tranquil",adjective
5140,sergeant,an army officer above the rank of corporal,noun
5141,sergeant-at-arms,a person charged with keeping order at a meeting,noun
5142,sergeant-major,officer serving as chief administrative assistant in a unit,noun
5143,serrated,having a notched edge or sawlike teeth,adjective
5144,servile,"slavishly submissive, fawning",adjective
5145,servitude,slavery or bondage of any kind,noun
5146,sever,to cut free,verb
5147,severance,a breaking off,noun
5148,severely,harshly,noun
5149,sextet,any group or set of six,noun
5150,sextuple,having six parts,adjective
5151,shackle,a ring of iron used to secure the wrist or ankle,noun
5152,shambles,any scene of destruction,noun
5153,shambolic,"chaotic, disorganised",adjective
5154,sheer,transparently thin,noun
5155,shibboleth,a peculiarity that distinguishes a class of people,noun
5156,shiftless,"lazy, unmotivated",adjective
5157,shoal,a place where a body of water is shallow,noun
5158,shrewd,showing clever resourcefulness in practical matters,adjective
5159,shriek,"to utter a loud, sharp, shrill sound or cry",verb
5160,shrinkage,the act of shrinking,noun
5161,shrivel,"to collapse inward, to crumble",verb
5162,shroud,a cloth in which a corpse is wrapped for burial,noun
5163,shunt,to turn away or aside,verb
5164,sibilant,"characterized by a hissing sound such as the ""s"" in sash",adjective
5165,sibilate,to hiss,verb
5166,sic,written parenthetically to show something quoted verbatim,verb
5167,sidelong,"directed to the side, sideways",adjective
5168,sidereal,determined by or from the stars,adjective
5169,siege,to attack a fortified place to isolate it from help,noun
5170,signatory,having signed a document,adjective
5171,signification,an exact meaning or sense,noun
5172,simile,figure of speech in which 2 unlike things are compared,noun
5173,similitude,"likeness, resemblance",noun
5174,simulate,to model or replicate the appearance or properties of,verb
5175,simultaneous,occurring or transpiring at the same time,adjective
5176,sinecure,a job that requires no work but still gives an ample payment,noun
5177,singe,to burn slightly,verb
5178,sinister,"threatening or portending evil, harm or trouble",adjective
5179,sinuosity,"a curve, bend or turn",noun
5180,sinuous,"having many curves, bends or turns",adjective
5181,sinus,"a cavity in any organ or tissue, i.e. the nasal passage",noun
5182,sirocco,"a hot, dry wind blowing from N. Africa into southern Europe",noun
5183,skeptic,a person who questions the validity of something,noun
5184,skeptical,"having, or expressing doubt, questioning",adjective
5185,skiff,a small flat-bottomed open boat,noun
5186,skirmish,to engage in a minor battle or dispute,verb
5187,skulk,to move in a stealthy manner,verb
5188,slake,"to allay thirst, desire, etc, by satisfying it",verb
5189,slander,defamation,noun
5190,slapdash,"done hastily, haphazard, careless",adjective
5191,sleazy,"marked by low quality, inferior, inadequate",adjective
5192,sleight,"cunning, craft, artful practice",noun
5193,slight,"very small in size, degree, amount, or importance",verb
5194,slipshod,"done poorly or too quickly, slapdash",adjective
5195,sloth,"laziness, slowness in the mindset",noun
5196,slough,to shed (skin),verb
5197,slovenly,"having an untidy appearance, unkempt",adjective
5198,sluggard,"a person who is lazy, stupid, or idle by habit",noun
5199,smelt,to fuse or melt ore in order to separate the metal contained,verb
5200,smorgasbord,a buffet,noun
5201,smug,"irritatingly pleased with oneself, self-satisfied",adjective
5202,snide,"derogatory in a nasty, insinuating manner",adjective
5203,sobriety,the quality or state of being sober,noun
5204,sociable,inclined to associate with or be in the company of others,adjective
5205,socialist,"of, promoting, practicing, or characteristic of socialism",adjective
5206,sodden,soaked with liquid or moisture,adjective
5207,sojourn,to reside somewhere temporarily,verb
5208,sol,the fifth step in the solfège scale of c,noun
5209,solace,"comfort in sorrow, misfortune or trouble",noun
5210,solder,an alloy applied between metal objects to unite them,noun
5211,solecism,a nonstandard or ungrammatical usage,noun
5212,solemn,deeply serious and somber,adjective
5213,solicit,to persistently try to get something or bring about an event,verb
5214,solicitude,anxiety or concern,noun
5215,soliloquy,"speech by a person talking to himself, disregarding others",noun
5216,solipsistic,of the theory that only the self can be proved to exist,adjective
5217,solstice,either the shortest or longest day of the year,noun
5218,solubility,the quality or property of being soluble,noun
5219,soluble,capable of being dissolved or liquefied,noun
5220,solvent,a substance that dissolves another to form a solution,noun
5221,somatic,"part of, or relating to the body of an organism",adjective
5222,somber,dark and dull in colour or things in respect to colour,adjective
5223,somnambulist,a person who walks about in his or her sleep,noun
5224,somniferous,"causing or inducing sleep, normally with harmful overtones",adjective
5225,somnolent,drowsy or sleepy,adjective
5226,sonata,musical piece for 1 or more instruments in 3-4 movements,noun
5227,sonnet,a fixed verse form of 14 lines usually in iambic pentameter,noun
5228,sonorous,"capable of giving out a deep, resonant sound",adjective
5229,soothsayer,a person who professes or foretell events,noun
5230,sophism,any false argument,noun
5231,sophistical,fallacious,adjective
5232,sophisticate,make worldly-wise,verb
5233,sophistry,"a superficially plausible, but false method of reasoning",noun
5234,sophomoric,"of, relating to, or characteristic of a sophomore",adjective
5235,soporific,causing or tending to cause sleep,adjective
5236,soprano,the highest singing voice in women and boys,noun
5237,sorcery,magic done with the help of evil spirits,noun
5238,sordid,dirty or squalid,adjective
5239,souvenir,an item to remember an event or location,noun
5240,sovereign,a monarch,noun
5241,sparse,having widely spaced intervals,adjective
5242,spartan,"austere, frugal or characterized by self-denial",adjective
5243,spasmodic,sudden but brief,adjective
5244,spate,a sudden outpouring,noun
5245,spawn,to produce or deposit (eggs) in water,verb
5246,specimen,"an individual instance that represents a class, an example",noun
5247,specious,apparently good or right though lacking real merit,adjective
5248,speckled,marked with dots,adjective
5249,spectator,"one who observes an event, an observer",noun
5250,specter,a ghostly apparition,noun
5251,spectrum,a broad range of varied but related ideas or objects,noun
5252,speculate,"to think, meditate or reflect on a subject",verb
5253,speculator,one who speculates,noun
5254,spelunker,"one who explores caves, one who spelunks",noun
5255,spendthrift,a person who spends money extravagantly or wastefully,noun
5256,sphericity,the quality of being spherical,noun
5257,spheroid,a solid geometrical figure similar in shape to a sphere,noun
5258,spherometer,an instrument for measuring the curvature of surfaces,noun
5259,spinous,"thorny, as a plant",adjective
5260,spinster,a woman still unmarried beyond the usual age of marriage,noun
5261,splenetic,irritable,adjective
5262,spontaneous,coming from natural impulse,adjective
5263,sporadic,appearing or happening at irregular intervals,adjective
5264,sprightly,"animated, vivacious, or gay, lively",adjective
5265,spurious,not genuine,adjective
5266,spurn,"to reject disdainfully, contemn, scorn",verb
5267,squabble,to participate in a minor fight or argument,verb
5268,squalid,foul and repulsive from lack of care or cleanliness,adjective
5269,squalor,filth and misery,noun
5270,squander,"to waste, lavish, splurge",verb
5271,squatter,one who occupies a building or land without permission,noun
5272,squeamish,"easily bothered or upset, tending to be nauseous or nervous",adjective
5273,staccato,shortened and detached when played or sung,adjective
5274,stagnant,"lacking freshness, motion, progress, or change",adjective
5275,stagnate,"to cease motion, activity, or progress",verb
5276,stagnation,inactivity,noun
5277,stagy,theatrical,adjective
5278,staid,"of settled or sedate character, not flighty",adjective
5279,stallion,an uncastrated male horse,noun
5280,stalwart,firmly built,adjective
5281,stamina,the energy for continuing to do something for a long time,noun
5282,stanch,to stop the flow of,verb
5283,stanchion,an upright bar or beam used as support in a window or stall,noun
5284,stanza,"a unit of a poem, equivalent to a verse",noun
5285,stark,"sheer, utter, downright or complete",adjective
5286,statecraft,the art of government and diplomacy,noun
5287,stately,"of people: regal, dignified, worthy of respect",adjective
5288,static,characterised by a fixed or stationary position,adjective
5289,statics,branch of mechanics dealing w/ forces in static equilibrium,noun
5290,stationary,"standing still, not moving",adjective
5291,statistician,"a person who compiles, interprets, or studies statistics",noun
5292,statuesque,like a statue,adjective
5293,statuette,a small statue,noun
5294,stature,a person or animal's natural height when standing upright,noun
5295,statute,"written law, as laid down by the legislature",noun
5296,staunch,to stop the flow of (blood),verb
5297,steadfast,"fixed or unchanging, steady",adjective
5298,stealth,secret or clandestine procedure,noun
5299,stellar,"of, pertaining to, or characteristic of stars",adjective
5300,stentorian,very loud or powerful in sound,adjective
5301,steppe,the grasslands of eastern europe and asia,noun
5302,stereotype,a simplified and standardised conception held by a group,noun
5303,sterling,(of silver) having the standard fineness 0 925,adjective
5304,stevedore,firm or individual engaged in loading or unloading a vessel,noun
5305,stifle,"to quell, crush or end by force",verb
5306,stigma,a mark of disgrace or infamy,noun
5307,stigmatize,"to characterize as disgraceful, to mark with a stigma",verb
5308,stiletto,a short dagger with a thick blade,noun
5309,stimulate,to encourage into action,verb
5310,stimulus,anything that may have an impact or influence on a system,noun
5311,stingy,reluctant to give or spend,adjective
5312,stint,a period of time spent doing something,noun
5313,stipend,"a fixed payment, generally small",noun
5314,stipulate,to require (something) as a condition of a contract,verb
5315,stoic,"unaffected, indifferent, restrained",adjective
5316,stoicism,(school of philosophy) logic reflects cosmic reason,noun
5317,stoke,"to stir up and feed, especially, a fire or furnace",verb
5318,stolid,unemotional,adjective
5319,strait,a narrow passage of water connecting 2 large bodies of water,noun
5320,strait-laced,excessively strict in conduct or morality,adjective
5321,stratagem,a deceptive tactic designed to gain the upper hand,noun
5322,stratum,one of several parallel horizontal layers of materia,noun
5323,streamlet,a small stream,noun
5324,strenuous,characterised by vigorous exertion,adjective
5325,striated,having parallel lines or grooves on the surface,adjective
5326,stricture,a rule restricting behaviour or action,noun
5327,stridency,the quality of being loud or making a harsh sound,noun
5328,strident,"loud, shrill, piercing, high-pitched, rough-sounding",adjective
5329,stringent,rigorously binding or exacting,adjective
5330,stripling,a youth just passing from boyhood to manhood,noun
5331,strut,"to walk with a vain, pompous bearing",verb
5332,studious,"given to thought, contemplative",adjective
5333,stultify,"to make, or cause to appear, foolish or ridiculous",verb
5334,stupefy,"to dull capacity to think, thereby reducing responsiveness",verb
5335,stupendous,"astonishingly great or large, huge, enormous",adjective
5336,stupor,a state of reduced consciousness or sensibility,noun
5337,stymie,"to hinder, block or thwart",verb
5338,suasion,"the act of urging or influencing, persuasion",noun
5339,suave,"charming, confident and elegant",adjective
5340,subacid,somewhat acidic,adjective
5341,subaquatic,"located or living under water, submarine",adjective
5342,subconscious,the mental processes of which the individual is not aware,noun
5343,subdue,"to overcome, quieten, or bring under control",verb
5344,subjacent,"lying beneath or at a lower level, underlying",adjective
5345,subjection,bringing something under the control of something else,noun
5346,subjugate,to forcibly impose obedience or servitude,verb
5347,sublimate,to change from a solid to a gas without becoming liquid,verb
5348,sublime,elevated or lofty in thought,adjective
5349,subliminal,existing below the threshold of consciousness,adjective
5350,sublingual,beneath the tongue,adjective
5351,submarine,a vessel that can be submerged and navigated underwater,noun
5352,submerge,to sink below the surface of water or another medium,verb
5353,submersible,able to be put under water,adjective
5354,submersion,the act of sinking until completely covered with water,noun
5355,submission,the act of yielding to the will or authority of another,noun
5356,submissive,meekly obedient or passive,adjective
5357,submittal,the act of submitting,noun
5358,subordinate,to make subservient,verb
5359,subpoena,the summoning of witnesses or evidence before a court,noun
5360,subsequent,"following in time, coming after something else at any time",adjective
5361,subservience,a subordinate place or function,noun
5362,subservient,acting in an inferior capacity,adjective
5363,subside,"to sink or fall to the bottom, to settle, as lees",verb
5364,subsist,to survive on a minimum of resources,verb
5365,subsistence,"real being, existence",noun
5366,substantiate,to establish by proof or competent evidence,verb
5367,substantive,of the essence or essential element of a thing,adjective
5368,subtend,to extend or stretch underneath or opposite something,verb
5369,subterfuge,an indirect or deceptive device or stratagem,noun
5370,subterranean,"below ground, under the earth, underground",adjective
5371,subtext,the underlying or implicit meaning,noun
5372,subtle,fine or delicate in meaning or intent,adjective
5373,subtrahend,a number or quantity to be subtracted from another,noun
5374,subversion,the act of subverting or the condition of being overthrown,noun
5375,subversive,intending to overturn or undermine a government or authority,adjective
5376,subvert,"to overturn from the foundation, to overthrow",verb
5377,successive,following in an uninterrupted sequence,adjective
5378,successor,person that immediately follows another in holding a title,noun
5379,succinct,brief and to the point,adjective
5380,succor,"help, relief, aid",noun
5381,succulent,juicy or lush,adjective
5382,succumb,to yield to an overpowering force or overwhelming desire,verb
5383,sufferance,"endurance, especially patiently, of pain or adversity",noun
5384,suffice,to be enough or adequate,verb
5385,suffrage,"the right to vote, especially in a political election",noun
5386,suffragist,"advocate of granting the right to vote, especially to women",noun
5387,suffuse,"to spread through or over something, especially as a liquid",verb
5388,suggestible,susceptible to influence by suggestion,adjective
5389,sully,"to soil, stain or tarnish",verb
5390,sumptuous,"magnificent and splendid, suggesting great expense",adjective
5391,sunder,to separate,verb
5392,superabundance,"more than sufficient, excessive",noun
5393,superadd,to add on top of a previous addition,verb
5394,superannuate,to allow to retire from office on a pension because of age,verb
5395,supercilious,haughtily disdainful or contemptuous,adjective
5396,superficial,"shallow, lacking substance",adjective
5397,superfluity,the quality or state of being in excess,noun
5398,superfluous,in excess of what is required or sufficient,adjective
5399,superintend,"to oversee the work of others, to supervise",verb
5400,superlative,"exceptionally good, of the highest quality, superb",adjective
5401,supernumerary,"extra, beyond the standard or prescribed amount",adjective
5402,supersede,"to replace in power, effectiveness, use, etc",verb
5403,supervene,to take place or occur as something additional or extraneous,verb
5404,supine,"lying on the back, face or front upward",adjective
5405,supplant,"to take the place of, to replace, to supersede",verb
5406,supple,bending readily without breaking or becoming deformed,adjective
5407,supplementary,"additional, added to supply what is wanted",adjective
5408,suppliant,a petitioner,noun
5409,supplicant,"begging, pleading, supplicating",adjective
5410,supplicate,"humble oneself before another in making a request, to beg",verb
5411,supplication,"humble prayer, entreaty or petition",noun
5412,supposition,something that is assumed,noun
5413,suppress,"to hold in place, to keep low, to prevent publication",verb
5414,suppressible,capable of being done away with,adjective
5415,suppression,the act or instance of repressing,noun
5416,supramundane,"situated above the world or above our system, celestial",adjective
5417,surcharge,"an additional charge, tax or cost",noun
5418,surety,"security against loss or damage, guarantee",noun
5419,surfeit,excessive amount,noun
5420,surfeit,an excessive amount of something,noun
5421,surly,"lordly, arrogant, supercilious",adjective
5422,surmise,a conclusion drawn on limited evidence or intuitive feeling,verb
5423,surmount,"to get over, to overcome",verb
5424,surpass,exceed; be greater than,verb
5425,surreptitious,obtained or done by stealth,adjective
5426,surrogate,to substitute something with something else,verb
5427,surround,to encircle,verb
5428,surveillance,a watch kept over a person,noun
5429,surveyor,a person whose occupation is to survey land or buildings,noun
5430,susceptibility,vulnerability,noun
5431,susceptible,likely to be affected by something,adjective
5432,suspect,to suppose (something) to be true without evidence,verb
5433,suspense,a state of uncertainty or excitement in awaiting an outcome,noun
5434,suspicious,questionable,adjective
5435,sustenance,something that provides support or nourishment,noun
5436,svelte,"attractively thin, gracefully slender",adjective
5437,swarthy,"tawny, dusky, dark",adjective
5438,swathe,"to bind with a swathe, band, bandage, or rollers",verb
5439,sybarite,a person devoted to luxury and pleasure,noun
5440,sycophant,"self-seeking, servile flatterer",noun
5441,syllabic,"of, relating to, or consisting of a syllable or syllables",adjective
5442,syllabication,the act of dividing something into syllables,noun
5443,syllable,segment of speech: a vowel sound or syllabic consonant,noun
5444,syllabus,an outline of the contents of a curriculum,noun
5445,sylph,a wood nymph,noun
5446,sylvan,"pertaining to the forest, or woodlands",adjective
5447,symbiosis,any interdependent relationship between two things,noun
5448,sympathetic,"of, related to, showing, or characterized by sympathy",adjective
5449,symphonic,characteristic of a symphony orchestra,adjective
5450,symphony,"an elaborate instrumental composition, written for orchestra",noun
5451,symptomatic,(of a disease) showing symptoms,adjective
5452,synaeresis,the contraction of two syllables or two vowels into one,noun
5453,synchronism,coincidence in time,noun
5454,syndicate,a group of people making a joint effort to undertake a duty,noun
5455,syndrome,"a recognizable pattern of signs, symptoms and/or behaviours",noun
5456,synergy,elements that make an effect greater than the sum of parts,noun
5457,synod,an ecclesiastic council to consult on church matters,noun
5458,synonym,a word having the same meaning as another in the language,noun
5459,synopsis,a brief summary of the major points of a written work,noun
5460,syntax,a system or orderly arrangement,noun
5461,synthetic,artificial,adjective
5462,systematic,"carried out using a planned, ordered procedure",adjective
5463,systemic,pertaining to or affecting a whole system,adjective
5464,tableau,a picturesque grouping of persons or objects,noun
5465,tacit,"done or made in silence, implied, but not expressed",adjective
5466,taciturn,inclined to silence,adjective
5467,tack,"a short nail with a flat, broad head",noun
5468,tact,a keen sense of what to say or do to avoid giving offence,noun
5469,tactician,a person skilled in the planning and execution of tactics,noun
5470,tactics,the art of implementing means to achieve immediate goals,noun
5471,tactile,tangible,adjective
5472,talisman,"an object supposed to possess occult powers, worn as a charm",noun
5473,tangent,touching a curve at a single point but not crossing it,adjective
5474,tangential,digressive or divergent from the topic of discussion,adjective
5475,tangible,capable of being touched,adjective
5476,tannery,a place where people tan hides to make leather,noun
5477,tantalize,to tease by offering something but keeping it out of reach,verb
5478,tantamount,"to amount to as much, to be equivalent",verb
5479,tapestry,"fabric on which a picture is embroidered, for wall hangings",noun
5480,tarantula,"any large, hair spider of the family theraphosidae",noun
5481,tardy,"late, overdue or delayed",adjective
5482,tarnish,to oxidize or discolor due to oxidation,verb
5483,taunt,"to goad (a person) into responding, often aggressively",verb
5484,taut,"tight, under tension, as in a rope or bow string",adjective
5485,tautological,"of, relating to, or using redundant language",adjective
5486,tautology,redundant use of words,noun
5487,tawdry,gaudy,adjective
5488,taxation,the act of imposing taxes and the fact of being taxed,noun
5489,taxidermy,the art of stuffing the skins of dead animals to be lifelike,noun
5490,technic,technique,adjective
5491,technicality,a petty point coming from a strict interpretation of details,noun
5492,technography,historical study of art and science in relation to geography,noun
5493,technology,a method that applies technical knowledge or tools,noun
5494,tedious,"boring, monotonous, time consuming, wearisome",adjective
5495,tedium,the quality or state of being wearisome,noun
5496,teem,to be stocked to overflowing,verb
5497,telepathy,the capability to communicate directly by psychic means,noun
5498,telephony,sound transmission via the electromagnetic spectrum,noun
5499,telltale,a person who heedlessly reveals private matters,adjective
5500,temerity,reckless boldness,noun
5501,temper,to moderate or control,verb
5502,temperate,moderate or self-restrained,adjective
5503,temporal,pertaining to time,adjective
5504,temporize,to be indecisive or evasive to gain time,verb
5505,tempt,to entice to do something often regarded as unwise or wrong,verb
5506,tempter,"someone or something that tempts, especially to evil",noun
5507,tenable,"capable of being maintained or justified, well-founded",adjective
5508,tenacity,the quality or property of being persistent or stubborn,noun
5509,tenant,a person that rents or occupies land,noun
5510,tendency,a likelihood of behaving in a particular way,noun
5511,tendentious,having a bias or purpose,adjective
5512,tenet,any principle held as true by members of a group,noun
5513,tenor,the adult male voice between the bass and countertenor,noun
5514,tentative,unsure,adjective
5515,tenuous,thin or slender in form,adjective
5516,tenure,the holding or possessing of something,verb
5517,tepid,"lukewarm, neither warm nor cool",adjective
5518,tercentenary,tricentenntial,adjective
5519,termagant,"quarrelsome and scolding or censorious, shrewish",adjective
5520,terminal,"fatal, resulting in death",adjective
5521,terminate,to finish or end,verb
5522,terminus,the end or final point of something,noun
5523,terrestrial,representing the earth as distinct from other planets,adjective
5524,terrify,"to frighten greatly, to fill with terror",verb
5525,territorial,"of, relating to, or restricted to a specific geographic area",adjective
5526,terse,neatly or effectively concise,adjective
5527,testament,"a will, relating to one's personal property",noun
5528,testator,one who dies having made a legally valid will,noun
5529,testimonial,"a statement, especially one given under oath, testimony",noun
5530,testy,"easily annoyed, irritable",adjective
5531,tether,a rope or chain by which an animal is tied to a fixed object,noun
5532,thearchy,the rule or government of a god,noun
5533,theism,belief in the existence of at least one deity,noun
5534,theocracy,government under the control of a religion,noun
5535,theocrasy,"interaction, admixture, and conflation of divine principles",noun
5536,theologian,"one who studies theology, especially christian",noun
5537,theological,relating to the nature and will of god as revealed to humans,adjective
5538,theology,the field of study and analysis of divine things,noun
5539,theoretical,"existing only in theory, hypothetical",adjective
5540,theorist,someone who constructs theories,noun
5541,theorize,to formulate theories about some specific subject,verb
5542,therapeutic,of or pertaining to the treating or curing of disease,adjective
5543,thereabout,about or near that place or time,adverb
5544,thermal,pertaining to heat or temperature,adjective
5545,thermoelectric,pertaining to the relationship between heat and electricity,adjective
5546,thermoelectricity,electricity generated by heat or temperature,noun
5547,thesis,a subject for a composition or essay,noun
5548,thoroughbred,bred from pure stock,adjective
5549,thoroughfare,"a passage, a way through",noun
5550,thrall,a person who is enslaved by some power,noun
5551,threadbare,"shabby, frayed and worn to an extent that warp threads show",adjective
5552,threshold,the bottom-most part of a doorway that one crosses to enter,noun
5553,thrive,prosper; flourish,verb
5554,throng,a crowd,noun
5555,thwart,"to prevent, to halt, to cause to fail, to foil, to frustrate",verb
5556,tilth,the act of tilling land for crop,noun
5557,timbre,the quality of a sound independent of its pitch and volume,noun
5558,timorous,fearful,adjective
5559,tincture,a dye or pigment,noun
5560,tinge,to colour slightly,verb
5561,tipsy,foolish as a result of drinking alcoholic beverages,adjective
5562,tirade,"a long, angry or violent speech, a diatribe",noun
5563,tiresome,"causing fatigue or boredom, wearisome",adjective
5564,titter,to laugh or giggle in a somewhat subdued manner,verb
5565,toady,a flatterer,noun
5566,toilsome,"requiring continuous physical effort, laborious",adjective
5567,tome,a very heavy or learned book,noun
5568,topography,the detailed mapping of the features of a geological area,noun
5569,torpid,"unmoving, dormant or hibernating",adjective
5570,torpor,"sluggish activity, inertia",noun
5571,torrid,very hot and dry,adjective
5572,tortious,"of, pertaining to, a breach of contract",adjective
5573,tortuous,"full of twists, turns or bends",adjective
5574,torturous,of or pertaining to suffering or torture,adjective
5575,totter,"to walk, move or stand unsteadily or falteringly",verb
5576,touchstone,a test for the qualities of something,noun
5577,tourniquet,a device for stopping bleeding by compressing a blood vessel,noun
5578,tractable,easily managed or controlled,adjective
5579,traduce,"to slander, or to speak maliciously and falsely of",verb
5580,trait,"an identifying characteristic, habit or trend",noun
5581,trajectory,the path of a body as it travels through space,noun
5582,trammel,a restraint,noun
5583,tranquil,peaceful,adjective
5584,transact,"to do, carry through, conduct or perform some action",verb
5585,transalpine,on the other side of the alps (with respect to rome),adjective
5586,transatlantic,"on, from the other side of, or crossing the atlantic ocean",adjective
5587,transcend,to rise above or go beyond,verb
5588,transcontinental,"crossing, spanning a continent",adjective
5589,transcribe,to make a written copy of spoken material,verb
5590,transcript,"a written, or printed copy",noun
5591,transference,the act of conveying from one place to another,noun
5592,transferrer,"a person who, or thing that transfers",noun
5593,transfigure,to transform the outward appearance of something,verb
5594,transfuse,to transfer or pass from one to another,verb
5595,transfusion,the transfer of blood from one individual to another,noun
5596,transgress,"to violate a law, command, moral code, etc",verb
5597,transience,"the quality of being transient, temporary, brief or fleeting",noun
5598,transient,"passing or disappearing with time, transitory",adjective
5599,transitive,passing over or affecting something else,adjective
5600,transitory,"lasting only a short time, temporary",adjective
5601,transliterate,to change into corresponding characters of another alphabet,verb
5602,translucent,clear enough for light to pass through but not totally clear,adjective
5603,transmission,the act of sending something forward,noun
5604,transmit,"to send something from one person, place or thing to another",verb
5605,transmute,to change from one form into another,verb
5606,transpire,"to occur, happen or take place",verb
5607,transplant,to transfer something from one place to another,verb
5608,transposition,a shift in a piece of music from one key to another,noun
